MONTH,SEASON,PRECIP,DAYNIGHT,SITE,DATE,TIME,HR_SUNRISE,HR_SUNSET,FCH4,FCO2,FN2O,WATER_T,SED_T,P,CHL,O2_CONC,O2_EQ,AOU,EXC_O2,O2_PSAT,O2_PERCENT,PH,PCH4,PCO2,PCO2_AMB,WATER_TK,lnK0,K0,KH,PCO2_AMBEQ,PCO2_EQ,CO2_EXCESS,EXC_CO2,PN2O,DIC,DOC,CH4_k,CH4_kRAT,COND,EBULL,WIND,k600,CH4_TBLk,TBLCH4,TBLCO2,TBLN2O,CO2eCH4,CO2eN2O
AugDry,Summer,2,DAY,NAT,08/09/14,16:30,10.5,0.0,42.343,0.074,-0.007,30.000,30.000,1006.400,37.398,4.921,10.913,5.992,-95.864,45.095,67.702,8.363,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,NA,NA,243.844,4.936,0.714,NA,NA,NA,NA,NA,NA,NA,1058.580837,-2.120376432
AugDry,Summer,2,DAY,NAT,08/09/14,18:30,12.5,0.0,8.756,21.426,NA,29.000,30.000,1006.400,40.224,3.801,11.074,7.273,-116.362,34.324,51.721,8.380,NA,NA,NA,302.150,-3.488,0.031,30.557,NA,NA,NA,NA,NA,8.737,7.607,50.392,7.386,0.628009009,NA,NA,NA,NA,NA,NA,NA,218.8974967,NA
AugDry,Summer,2,DAY,NAT,08/09/14,18:30,12.5,0.0,1.134,11.650,0.012,29.000,30.000,1006.400,40.224,3.801,11.074,7.273,-116.362,34.324,51.721,8.380,NA,NA,NA,302.150,-3.488,0.031,30.557,NA,NA,NA,NA,NA,8.965,7.455,6.823,1.000,0.628009009,NA,NA,NA,NA,NA,NA,NA,28.3448738,3.582109772
AugDry,Summer,2,DAY,NAT,08/09/14,18:30,12.5,0.0,10.377,-146.596,0.084,29.000,30.000,1006.400,40.224,3.801,11.074,7.273,-116.362,34.324,51.721,8.380,NA,NA,NA,302.150,-3.488,0.031,30.557,NA,NA,NA,NA,NA,9.213,7.208,58.222,8.533,0.628009009,NA,NA,NA,NA,NA,NA,NA,259.4130613,25.12197626
AugDry,Summer,2,DAY,NAT,08/09/14,18:30,12.5,0.0,10.377,-163.949,0.055,29.000,30.000,1006.400,40.224,3.801,11.074,7.273,-116.362,34.324,51.721,8.380,NA,NA,NA,302.150,-3.488,0.031,30.557,NA,NA,NA,NA,NA,NA,NA,182.682,26.775,0.628009009,NA,NA,NA,NA,NA,NA,NA,259.4130613,16.34302035
AugDry,Summer,2,NIGHT,NAT,08/09/14,20:30,0.0,1.5,NA,15.516,0.012,30.000,30.000,1007.300,43.391,2.818,10.913,8.095,-129.510,25.825,37.602,8.270,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,9.543,9.208,0.000,0.000,0.63398,NA,NA,NA,NA,NA,NA,NA,NA,3.58664114
AugDry,Summer,2,NIGHT,NAT,08/09/14,20:30,0.0,1.5,2.411,24.699,0.051,30.000,30.000,1007.300,43.391,2.818,10.913,8.095,-129.510,25.825,37.602,8.270,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,11.353,9.968,15.035,1.000,0.63398,NA,NA,NA,NA,NA,NA,NA,60.27748385,15.21011388
AugDry,Summer,2,NIGHT,NAT,08/09/14,20:30,0.0,1.5,3.858,66.378,0.054,30.000,30.000,1007.300,43.391,2.818,10.913,8.095,-129.510,25.825,37.602,8.270,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,NA,NA,25.651,1.706,0.63398,NA,NA,NA,NA,NA,NA,NA,96.44203596,15.98726069
AugDry,Summer,2,NIGHT,NAT,08/09/14,20:30,0.0,1.5,8.724,-155.688,0.002,30.000,30.000,1007.300,43.391,2.818,10.913,8.095,-129.510,25.825,37.602,8.270,NA,NA,NA,303.150,-3.513,0.030,29.799,NA,NA,NA,NA,NA,,,65.590,4.363,0.63398,NA,NA,NA,NA,NA,NA,NA,218.1101931,0.596568335
AugDry,Summer,2,NIGHT,NAT,08/09/14,22:30,0.0,3.5,6.886,-88.663,0.190,27.000,29.000,1007.600,38.364,2.272,11.416,9.144,-146.300,19.898,29.931,8.180,NA,NA,NA,300.150,-3.437,0.032,32.173,NA,NA,NA,NA,NA,8.042,6.823,51.490,1.251,0.637974359,NA,NA,NA,NA,NA,NA,NA,172.1553644,56.70014428
AugDry,Summer,2,NIGHT,NAT,08/09/14,22:30,0.0,3.5,13.826,91.713,0.179,27.000,29.000,1007.600,38.364,2.272,11.416,9.144,-146.300,19.898,29.931,8.180,NA,NA,NA,300.150,-3.437,0.032,32.173,NA,NA,NA,NA,NA,8.151,7.041,264.599,6.426,0.637974359,34.77477184,NA,NA,NA,NA,NA,NA,345.6573489,53.27858714
AugDry,Summer,2,NIGHT,NAT,08/09/14,22:30,0.0,3.5,13.826,-60.676,-0.047,27.000,29.000,1007.600,38.364,2.272,11.416,9.144,-146.300,19.898,29.931,8.180,NA,NA,NA,300.150,-3.437,0.032,32.173,NA,NA,NA,NA,NA,8.410,6.317,80.045,1.944,0.637974359,NA,NA,NA,NA,NA,NA,NA,345.6573489,-14.13106724
AugDry,Summer,2,NIGHT,NAT,08/09/14,22:30,0.0,3.5,6.861,22.702,-0.007,27.000,29.000,1007.600,38.364,2.272,11.416,9.144,-146.300,19.898,29.931,8.180,NA,NA,NA,300.150,-3.437,0.032,32.173,NA,NA,NA,NA,NA,NA,NA,41.175,1.000,0.637974359,NA,NA,NA,NA,NA,NA,NA,171.5169301,-2.19530773
AugDry,Summer,2,NIGHT,NAT,08/10/14,0:30,0.0,5.5,1.819,-8.166,-0.006,26.000,28.000,1008.300,26.554,2.466,11.597,9.131,-146.096,21.260,32.194,8.180,121.365,242.481,96.071,299.150,-3.410,0.033,33.033,0.004,0.353,0.348,15.328,0.302,7.605,7.928,14.193,1.000,0.609787234,26.35197747,0,2.07,1.661649438,4.070520233,281.9263206,0.000722547,45.47912086,-1.901564653
AugDry,Summer,2,NIGHT,NAT,08/10/14,0:30,0.0,5.5,3.214,-38.219,-0.005,26.000,28.000,1008.300,26.554,2.466,11.597,9.131,-146.096,21.260,32.194,8.180,122.121,110.780,88.360,299.150,-3.410,0.033,33.033,0.004,0.161,0.157,6.917,0.293,8.812,6.878,22.015,1.551,0.609787234,NA,0,2.07,1.661649438,4.140488782,43.17303487,-0.124100038,80.34448011,-1.433434288
AugDry,Summer,2,NIGHT,NAT,08/10/14,0:30,0.0,5.5,15.516,-18.844,0.022,26.000,28.000,1008.300,26.554,2.466,11.597,9.131,-146.096,21.260,32.194,8.180,117.220,90.544,101.404,299.150,-3.410,0.033,33.033,0.004,0.132,0.127,5.597,0.360,8.792,6.863,172.892,12.181,0.609787234,NA,0,2.07,1.661649438,3.97659002,-20.9112259,-0.029880735,387.8962411,6.546870042
AugDry,Summer,2,NIGHT,NAT,08/10/14,0:30,0.0,5.5,15.516,-102.647,0.274,26.000,28.000,1008.300,26.554,2.466,11.597,9.131,-146.096,21.260,32.194,8.180,NA,NA,NA,299.150,-3.410,0.033,33.033,NA,NA,NA,NA,NA,NA,NA,81.107,5.715,0.609787234,NA,NA,NA,NA,NA,NA,NA,387.8962411,81.77052835
AugDry,Summer,2,NIGHT,NAT,08/10/14,2:30,0.0,7.5,NA,NA,NA,26.000,28.000,1008.300,26.554,2.466,11.597,9.131,-146.096,21.260,32.194,8.180,NA,NA,NA,299.150,-3.410,0.033,33.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.609787234,NA,NA,NA,NA,NA,NA,NA,NA,NA
AugDry,Summer,2,NIGHT,NAT,08/10/14,2:30,0.0,7.5,NA,NA,NA,26.000,28.000,1008.300,26.554,2.466,11.597,9.131,-146.096,21.260,32.194,8.180,NA,NA,NA,299.150,-3.410,0.033,33.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.609787234,NA,NA,NA,NA,NA,NA,NA,NA,NA
AugDry,Summer,2,NIGHT,NAT,08/10/14,2:30,0.0,7.5,NA,NA,NA,26.000,28.000,1008.300,26.554,2.466,11.597,9.131,-146.096,21.260,32.194,8.180,NA,NA,NA,299.150,-3.410,0.033,33.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.609787234,NA,NA,NA,NA,NA,NA,NA,NA,NA
AugDry,Summer,2,NIGHT,NAT,08/10/14,2:30,0.0,7.5,NA,NA,NA,26.000,28.000,1008.300,26.554,2.466,11.597,9.131,-146.096,21.260,32.194,8.180,NA,NA,NA,299.150,-3.410,0.033,33.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.609787234,NA,NA,NA,NA,NA,NA,NA,NA,NA
AugDry,Summer,2,NIGHT,NAT,08/10/14,4:30,0.0,9.5,0.302,189.201,-0.033,25.000,28.000,1007.700,6.185,1.803,11.785,9.982,-159.712,15.299,24.208,7.350,NA,NA,NA,298.150,-3.383,0.034,33.931,NA,NA,NA,NA,NA,6.371,5.372,2.033,1.000,0.388384615,3.952045742,NA,NA,NA,NA,NA,NA,7.555771853,-9.930948919
AugDry,Summer,2,NIGHT,NAT,08/10/14,4:30,0.0,9.5,3.755,175.283,0.000,25.000,28.000,1007.700,6.185,1.803,11.785,9.982,-159.712,15.299,24.208,7.350,NA,NA,NA,298.150,-3.383,0.034,33.931,NA,NA,NA,NA,NA,6.775,5.174,26.759,13.162,0.388384615,NA,NA,NA,NA,NA,NA,NA,93.87161971,-0.085323308
AugDry,Summer,2,NIGHT,NAT,08/10/14,4:30,0.0,9.5,3.755,222.839,-0.040,25.000,28.000,1007.700,6.185,1.803,11.785,9.982,-159.712,15.299,24.208,7.350,NA,NA,NA,298.150,-3.383,0.034,33.931,NA,NA,NA,NA,NA,6.876,5.015,52.750,25.947,0.388384615,NA,NA,NA,NA,NA,NA,NA,93.87161971,-11.85271866
AugDry,Summer,2,NIGHT,NAT,08/10/14,4:30,0.0,9.5,3.046,124.074,0.013,25.000,28.000,1007.700,6.185,1.803,11.785,9.982,-159.712,15.299,24.208,7.350,NA,NA,NA,298.150,-3.383,0.034,33.931,NA,NA,NA,NA,NA,NA,NA,21.697,10.673,0.388384615,NA,NA,NA,NA,NA,NA,NA,76.14916611,4.003734458
AugDry,Summer,2,NIGHT,NAT,08/10/14,6:30,0.0,11.5,4.767,17.755,0.022,29.000,28.000,1008.300,44.973,1.764,11.074,9.310,-148.955,15.928,22.584,7.940,NA,NA,NA,302.150,-3.488,0.031,30.557,NA,NA,NA,NA,NA,6.010,5.161,35.275,6.415,0.457,NA,NA,NA,NA,NA,NA,NA,119.1694703,6.462120652
AugDry,Summer,2,NIGHT,NAT,08/10/14,6:30,0.0,11.5,0.733,-43.708,-0.073,29.000,28.000,1008.300,44.973,1.764,11.074,9.310,-148.955,15.928,22.584,7.940,NA,NA,NA,302.150,-3.488,0.031,30.557,NA,NA,NA,NA,NA,6.454,4.697,5.499,1.000,0.457,NA,NA,NA,NA,NA,NA,NA,18.3161553,-21.89199454
AugWet,Summer,1,DAY,ENG,08/13/14,8:00,2.0,0.0,0.052,137.791,0.186,30.493,28.000,1015.100,7.845,1.163,10.913,9.750,-156.000,10.653,15.984,7.364,NA,NA,NA,303.643,-3.526,0.029,29.436,NA,NA,NA,NA,NA,NA,NA,5.737,129.686,0.392697828,5.439277694,NA,NA,NA,NA,NA,NA,1.31104753,55.32244042
AugWet,Summer,1,DAY,ENG,08/13/14,8:00,2.0,0.0,NA,NA,NA,30.493,28.000,1015.100,7.845,1.163,10.913,9.750,-156.000,10.653,15.984,7.364,NA,NA,NA,303.643,-3.526,0.029,29.436,NA,NA,NA,NA,NA,NA,NA,0.000,0.000,0.392697828,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
AugWet,Summer,1,DAY,ENG,08/13/14,8:00,2.0,0.0,0.052,47.351,0.012,30.493,28.000,1015.100,7.845,1.163,10.913,9.750,-156.000,10.653,15.984,7.364,NA,NA,NA,303.643,-3.526,0.029,29.436,NA,NA,NA,NA,NA,NA,NA,0.058,1.322,0.392697828,NA,NA,NA,NA,NA,NA,NA,1.31104753,3.506162642
AugWet,Summer,1,DAY,ENG,08/13/14,8:00,2.0,0.0,0.040,127.849,0.022,30.493,28.000,1015.100,7.845,1.163,10.913,9.750,-156.000,10.653,15.984,7.364,NA,NA,NA,303.643,-3.526,0.029,29.436,NA,NA,NA,NA,NA,NA,NA,0.044,1.000,0.392697828,NA,NA,NA,NA,NA,NA,NA,0.992748264,6.445354646
AugWet,Summer,1,DAY,ENG,08/13/14,10:00,4.0,0.0,-0.297,NA,0.010,30.546,31.000,1014.600,10.803,1.069,10.758,9.689,-155.016,9.938,14.715,7.319,NA,NA,NA,303.696,-3.527,0.029,29.398,NA,NA,NA,NA,NA,NA,NA,-0.328,1.000,0.387814669,NA,NA,NA,NA,NA,NA,NA,-7.432426097,2.863083834
AugWet,Summer,1,DAY,ENG,08/13/14,10:00,4.0,0.0,4.079,-40.939,0.014,30.546,31.000,1014.600,10.803,1.069,10.758,9.689,-155.016,9.938,14.715,7.319,NA,NA,NA,303.696,-3.527,0.029,29.398,NA,NA,NA,NA,NA,NA,NA,4.518,-13.755,0.387814669,NA,NA,NA,NA,NA,NA,NA,101.9776289,4.093903408
AugWet,Summer,1,DAY,ENG,08/13/14,10:00,4.0,0.0,2.942,-27.025,0.344,30.546,31.000,1014.600,10.803,1.069,10.758,9.689,-155.016,9.938,14.715,7.319,NA,NA,NA,303.696,-3.527,0.029,29.398,NA,NA,NA,NA,NA,NA,NA,3.263,-9.934,0.387814669,NA,NA,NA,NA,NA,NA,NA,73.53995204,102.4368792
AugWet,Summer,1,DAY,ENG,08/13/14,10:00,4.0,0.0,0.017,-35.398,0.000,30.546,31.000,1014.600,10.803,1.069,10.758,9.689,-155.016,9.938,14.715,7.319,NA,NA,NA,303.696,-3.527,0.029,29.398,NA,NA,NA,NA,NA,NA,NA,0.019,-0.059,0.387814669,NA,NA,NA,NA,NA,NA,NA,0.436112784,0.02459369
AugWet,Summer,1,DAY,ENG,08/13/14,12:00,6.0,0.0,1.312,NA,NA,30.873,28.000,1013.300,5.741,1.740,10.758,9.018,-144.281,16.175,24.079,7.379,20.719,92.617,149.522,304.023,-3.535,0.029,29.162,0.007,0.119,0.112,4.942,0.359,NA,NA,1.303,9.115,0.387450174,NA,3,3.974070731,2.817090167,1.051450356,-165.824297,0.057526253,32.81130729,#VALUE!
AugWet,Summer,1,DAY,ENG,08/13/14,12:00,6.0,0.0,2.554,79.604,0.012,30.873,28.000,1013.300,5.741,1.740,10.758,9.018,-144.281,16.175,24.079,7.379,20.253,116.915,80.093,304.023,-3.535,0.029,29.162,0.004,0.150,0.147,6.449,0.426,NA,NA,2.801,19.587,0.387450174,NA,3,3.974070731,2.817090167,1.044374979,107.2992861,0.40276619,63.85323099,3.589840078
AugWet,Summer,1,DAY,ENG,08/13/14,12:00,6.0,0.0,0.128,71.390,0.035,30.873,28.000,1013.300,5.741,1.740,10.758,9.018,-144.281,16.175,24.079,7.379,20.705,170.497,171.775,304.023,-3.535,0.029,29.162,0.008,0.219,0.211,9.297,0.382,NA,NA,0.143,1.000,0.387450174,NA,3,3.974070731,2.817090167,1.053792081,-3.722976482,0.096713054,3.208741077,10.48643009
AugWet,Summer,1,DAY,ENG,08/13/14,12:00,6.0,0.0,0.292,69.724,-0.025,30.873,28.000,1013.300,5.741,1.740,10.758,9.018,-144.281,16.175,24.079,7.379,NA,NA,NA,304.023,-3.535,0.029,29.162,NA,NA,NA,NA,NA,NA,NA,0.317,2.214,0.387450174,NA,NA,NA,NA,NA,NA,NA,7.288307303,-7.38094251
AugWet,Summer,1,DAY,ENG,08/13/14,14:00,8.0,0.0,2.341,23.441,0.009,31.042,32.000,1012.200,9.004,2.974,10.758,7.784,-124.541,27.643,41.242,7.418,NA,NA,NA,304.192,-3.539,0.029,29.041,NA,NA,NA,NA,NA,NA,NA,2.444,1.896,0.388443137,NA,NA,NA,NA,NA,NA,NA,58.53017908,2.540357426
AugWet,Summer,1,DAY,ENG,08/13/14,14:00,8.0,0.0,4.378,127.070,0.003,31.042,32.000,1012.200,9.004,2.974,10.758,7.784,-124.541,27.643,41.242,7.418,NA,NA,NA,304.192,-3.539,0.029,29.041,NA,NA,NA,NA,NA,NA,NA,4.289,3.328,0.388443137,NA,NA,NA,NA,NA,NA,NA,109.4532279,0.869765498
AugWet,Summer,1,DAY,ENG,08/13/14,14:00,8.0,0.0,NA,NA,0.030,31.042,32.000,1012.200,9.004,2.974,10.758,7.784,-124.541,27.643,41.242,7.418,NA,NA,NA,304.192,-3.539,0.029,29.041,NA,NA,NA,NA,NA,NA,NA,0.000,0.000,0.388443137,NA,NA,NA,NA,NA,NA,NA,NA,9.08201389
AugWet,Summer,1,DAY,ENG,08/13/14,14:00,8.0,0.0,1.170,200.233,0.030,31.042,32.000,1012.200,9.004,2.974,10.758,7.784,-124.541,27.643,41.242,7.418,NA,NA,NA,304.192,-3.539,0.029,29.041,NA,NA,NA,NA,NA,NA,NA,1.289,1.000,0.388443137,NA,NA,NA,NA,NA,NA,NA,29.25605234,9.088624485
AugWet,Summer,1,DAY,ENG,08/13/14,16:00,10.0,0.0,2.823,16.191,-0.009,30.871,33.000,1011.100,13.774,2.651,10.758,8.107,-129.707,24.642,36.683,7.388,NA,NA,NA,304.021,-3.535,0.029,29.164,NA,NA,NA,NA,NA,NA,NA,3.231,-18.731,0.507436314,NA,NA,NA,NA,NA,NA,NA,70.58494253,-2.793318929
AugWet,Summer,1,DAY,ENG,08/13/14,16:00,10.0,0.0,5.968,356.729,0.005,30.871,33.000,1011.100,13.774,2.651,10.758,8.107,-129.707,24.642,36.683,7.388,NA,NA,NA,304.021,-3.535,0.029,29.164,NA,NA,NA,NA,NA,NA,NA,2.413,-13.991,0.507436314,NA,NA,NA,NA,NA,NA,NA,149.1888606,1.518457317
AugWet,Summer,1,DAY,ENG,08/13/14,16:00,10.0,0.0,0.025,2.463,0.003,30.871,33.000,1011.100,13.774,2.651,10.758,8.107,-129.707,24.642,36.683,7.388,NA,NA,NA,304.021,-3.535,0.029,29.164,NA,NA,NA,NA,NA,NA,NA,0.028,-0.164,0.507436314,NA,NA,NA,NA,NA,NA,NA,0.628799914,1.024651596
AugWet,Summer,1,DAY,ENG,08/13/14,16:00,10.0,0.0,-0.151,NA,-0.042,30.871,33.000,1011.100,13.774,2.651,10.758,8.107,-129.707,24.642,36.683,7.388,NA,NA,NA,304.021,-3.535,0.029,29.164,NA,NA,NA,NA,NA,NA,NA,-0.172,1.000,0.507436314,NA,NA,NA,NA,NA,NA,NA,-3.778923968,-12.45340178
AugWet,Summer,1,DAY,ENG,08/13/14,18:00,12.0,0.0,0.716,99.183,0.059,30.779,34.000,1011.700,6.546,1.787,10.758,8.971,-143.531,16.610,24.701,7.314,NA,NA,NA,303.929,-3.533,0.029,29.230,NA,NA,NA,NA,NA,NA,NA,0.815,2.203,0.386911243,1.106176561,NA,NA,NA,NA,NA,NA,17.90451741,17.55346012
AugWet,Summer,1,DAY,ENG,08/13/14,18:00,12.0,0.0,1.512,-22.878,-0.035,30.779,34.000,1011.700,6.546,1.787,10.758,8.971,-143.531,16.610,24.701,7.314,NA,NA,NA,303.929,-3.533,0.029,29.230,NA,NA,NA,NA,NA,NA,NA,1.708,4.619,0.386911243,NA,NA,NA,NA,NA,NA,NA,37.81020954,-10.37910688
AugWet,Summer,1,DAY,ENG,08/13/14,18:00,12.0,0.0,0.322,-139.935,0.104,30.779,34.000,1011.700,6.546,1.787,10.758,8.971,-143.531,16.610,24.701,7.314,NA,NA,NA,303.929,-3.533,0.029,29.230,NA,NA,NA,NA,NA,NA,NA,0.370,1.000,0.386911243,NA,NA,NA,NA,NA,NA,NA,8.051472893,30.912555
AugWet,Summer,1,DAY,ENG,08/13/14,18:00,12.0,0.0,1.512,44.151,-0.029,30.779,34.000,1011.700,6.546,1.787,10.758,8.971,-143.531,16.610,24.701,7.314,NA,NA,NA,303.929,-3.533,0.029,29.230,NA,NA,NA,NA,NA,NA,NA,2.996,8.100,0.386911243,NA,NA,NA,NA,NA,NA,NA,37.81020954,-8.646955779
AugWet,Summer,1,NIGHT,ENG,08/13/14,20:00,0.0,1.0,0.140,-158.253,-0.029,30.277,32.000,1013.400,3.744,0.937,10.913,9.976,-159.611,8.585,12.841,7.312,NA,NA,NA,303.427,-3.520,0.030,29.595,NA,NA,NA,NA,NA,NA,NA,1.717,28.421,0.389577103,1.242106223,NA,NA,NA,NA,NA,NA,3.503291324,-8.777334806
AugWet,Summer,1,NIGHT,ENG,08/13/14,20:00,0.0,1.0,0.063,46.834,0.017,30.277,32.000,1013.400,3.744,0.937,10.913,9.976,-159.611,8.585,12.841,7.312,NA,NA,NA,303.427,-3.520,0.030,29.595,NA,NA,NA,NA,NA,NA,NA,0.060,1.000,0.389577103,1.948944962,NA,NA,NA,NA,NA,NA,1.570301201,5.120979826
AugWet,Summer,1,NIGHT,ENG,08/13/14,20:00,0.0,1.0,0.140,-25.373,-0.004,30.277,32.000,1013.400,3.744,0.937,10.913,9.976,-159.611,8.585,12.841,7.312,NA,NA,NA,303.427,-3.520,0.030,29.595,NA,NA,NA,NA,NA,NA,NA,0.194,3.209,0.389577103,NA,NA,NA,NA,NA,NA,NA,3.503291324,-1.191960362
AugWet,Summer,1,NIGHT,ENG,08/13/14,20:00,0.0,1.0,0.140,-109.069,-0.052,30.277,32.000,1013.400,3.744,0.937,10.913,9.976,-159.611,8.585,12.841,7.312,NA,NA,NA,303.427,-3.520,0.030,29.595,NA,NA,NA,NA,NA,NA,NA,2.499,41.357,0.389577103,NA,NA,NA,NA,NA,NA,NA,3.503291324,-15.37486855
AugWet,Summer,1,NIGHT,ENG,08/13/14,22:00,0.0,3.0,0.953,-11.042,0.090,30.078,32.000,1014.600,4.238,0.810,10.913,10.103,-161.646,7.419,11.044,7.323,NA,NA,NA,303.228,-3.515,0.030,29.741,NA,NA,NA,NA,NA,NA,NA,3.339,27.807,0.392478076,1.833493475,NA,NA,NA,NA,NA,NA,23.82682312,26.75866203
AugWet,Summer,1,NIGHT,ENG,08/13/14,22:00,0.0,3.0,0.953,-4.657,-0.254,30.078,32.000,1014.600,4.238,0.810,10.913,10.103,-161.646,7.419,11.044,7.323,NA,NA,NA,303.228,-3.515,0.030,29.741,NA,NA,NA,NA,NA,NA,NA,1.323,11.016,0.392478076,2.466414706,NA,NA,NA,NA,NA,NA,23.82682312,-75.82884069
AugWet,Summer,1,NIGHT,ENG,08/13/14,22:00,0.0,3.0,0.097,55.897,0.026,30.078,32.000,1014.600,4.238,0.810,10.913,10.103,-161.646,7.419,11.044,7.323,NA,NA,NA,303.228,-3.515,0.030,29.741,NA,NA,NA,NA,NA,NA,NA,0.120,1.000,0.392478076,NA,NA,NA,NA,NA,NA,NA,2.426071217,7.839488773
AugWet,Summer,1,NIGHT,ENG,08/13/14,22:00,0.0,3.0,0.953,82.821,-0.039,30.078,32.000,1014.600,4.238,0.810,10.913,10.103,-161.646,7.419,11.044,7.323,NA,NA,NA,303.228,-3.515,0.030,29.741,NA,NA,NA,NA,NA,NA,NA,4.136,34.448,0.392478076,NA,NA,NA,NA,NA,NA,NA,23.82682312,-11.69718041
AugWet,Summer,1,NIGHT,ENG,08/14/14,0:00,0.0,5.0,0.724,81.289,-0.022,29.898,30.000,1015.200,4.986,0.650,10.913,10.263,-164.196,5.959,8.857,7.323,2.305,121.443,158.427,303.048,-3.511,0.030,29.875,0.007,0.160,0.153,6.720,0.282,NA,NA,0.842,3.144,0.39317873,19.01194372,0,2.07,1.526494224,-0.033050418,-61.82531302,-0.007472164,18.08795706,-6.494301161
AugWet,Summer,1,NIGHT,ENG,08/14/14,0:00,0.0,5.0,0.229,6.910,-0.036,29.898,30.000,1015.200,4.986,0.650,10.913,10.263,-164.196,5.959,8.857,7.323,21.900,151.048,NA,303.048,-3.511,0.030,29.875,NA,0.199,NA,NA,0.358,NA,NA,0.268,1.000,0.39317873,NA,0,2.07,1.526494224,0.627168858,-394.603011,0.094868407,5.716547261,-10.82825896
AugWet,Summer,1,NIGHT,ENG,08/14/14,0:00,0.0,5.0,0.979,25.376,-0.030,29.898,30.000,1015.200,4.986,0.650,10.913,10.263,-164.196,5.959,8.857,7.323,22.108,117.504,130.471,303.048,-3.511,0.030,29.875,0.006,0.154,0.149,6.547,0.353,NA,NA,1.160,4.334,0.39317873,NA,0,2.07,1.526494224,0.635393526,-21.67634071,0.110832924,24.4803023,-9.080267234
AugWet,Summer,1,NIGHT,ENG,08/14/14,0:00,0.0,5.0,0.979,16.471,0.013,29.898,30.000,1015.200,4.986,0.650,10.913,10.263,-164.196,5.959,8.857,7.323,NA,NA,NA,303.048,-3.511,0.030,29.875,NA,NA,NA,NA,NA,NA,NA,23.871,89.151,0.39317873,NA,NA,NA,NA,NA,NA,NA,24.4803023,4.021545584
AugWet,Summer,1,NIGHT,ENG,08/14/14,2:00,0.0,7.0,1.523,-109.577,0.003,29.898,30.000,1015.200,4.986,0.650,10.913,10.263,-164.196,5.959,8.857,7.323,NA,NA,NA,303.048,-3.511,0.030,29.875,NA,NA,NA,NA,NA,NA,NA,1.712,-30.946,0.39317873,NA,NA,NA,NA,NA,NA,NA,38.07433898,0.817119778
AugWet,Summer,1,NIGHT,ENG,08/14/14,2:00,0.0,7.0,-0.040,NA,-0.073,29.898,30.000,1015.200,4.986,0.650,10.913,10.263,-164.196,5.959,8.857,7.323,NA,NA,NA,303.048,-3.511,0.030,29.875,NA,NA,NA,NA,NA,NA,NA,-0.055,1.000,0.39317873,NA,NA,NA,NA,NA,NA,NA,-0.994076286,-21.65936173
AugWet,Summer,1,NIGHT,ENG,08/14/14,2:00,0.0,7.0,-0.028,-43.806,0.010,29.898,30.000,1015.200,4.986,0.650,10.913,10.263,-164.196,5.959,8.857,7.323,NA,NA,NA,303.048,-3.511,0.030,29.875,NA,NA,NA,NA,NA,NA,NA,-0.035,0.633,0.39317873,NA,NA,NA,NA,NA,NA,NA,-0.708431508,3.073204549
AugWet,Summer,1,NIGHT,ENG,08/14/14,2:00,0.0,7.0,4.808,-56.213,0.032,29.898,30.000,1015.200,4.986,0.650,10.913,10.263,-164.196,5.959,8.857,7.323,NA,NA,NA,303.048,-3.511,0.030,29.875,NA,NA,NA,NA,NA,NA,NA,6.058,-109.500,0.39317873,NA,NA,NA,NA,NA,NA,NA,120.1907786,9.647132231
AugWet,Summer,1,NIGHT,ENG,08/14/14,4:00,0.0,9.0,1.006,61.710,0.030,29.292,27.000,1015.200,6.040,1.220,11.074,9.854,-157.663,11.013,16.437,7.347,NA,NA,NA,302.442,-3.496,0.030,30.333,NA,NA,NA,NA,NA,NA,NA,1.270,0.508,0.37202356,NA,NA,NA,NA,NA,NA,NA,25.15037073,8.897676441
AugWet,Summer,1,NIGHT,ENG,08/14/14,4:00,0.0,9.0,1.514,44.828,-0.009,30.871,33.000,1011.100,6.040,1.220,10.758,9.538,-152.608,11.337,16.437,7.347,NA,NA,NA,304.021,-3.535,0.029,29.164,NA,NA,NA,NA,NA,NA,NA,1.353,0.541,0.507436314,NA,NA,NA,NA,NA,NA,NA,37.84790128,-2.793318929
AugWet,Summer,1,NIGHT,ENG,08/14/14,4:00,0.0,9.0,3.968,NA,0.047,29.292,27.000,1015.200,6.040,1.220,11.074,9.854,-157.663,11.013,16.437,7.347,NA,NA,NA,302.442,-3.496,0.030,30.333,NA,NA,NA,NA,NA,NA,NA,4.940,1.975,0.37202356,NA,NA,NA,NA,NA,NA,NA,99.19420843,14.05376197
